	tconst	titleType	primaryTitle	startYear	runtimeMinutes	genres	averageRating	numVotes
238884	tt3702996	movie	Suck Me Shakespeer 2	2015	115	Comedy	5.9	13753
238886	tt3703148	movie	Christmas Eve	2015	95	Comedy	5.0	2748
238894	tt3703836	movie	Henry Gamble's Birthday Party	2015	87	Drama	6.1	3235
238896	tt3703908	movie	Standoff	2016	80	Action,Crime,Drama	6.1	8719
238900	tt3704050	movie	Remember	2015	94	Drama,Mystery,Thriller	7.4	26515
238905	tt3704298	movie	Vincent N Roxxy	2016	102	Crime,Drama,Thriller	5.5	2242
238906	tt3704416	movie	Digging for Fire	2015	85	Comedy,Drama	5.8	6521
238907	tt3704428	movie	Elvis	2022	159	Biography,Drama,Music	7.3	206311
238910	tt3704538	movie	V/H/S Viral	2014	81	Horror,Thriller	4.2	18007
238911	tt3704700	movie	Brain on Fire	2016	88	Biography,Drama	6.6	22843
238920	tt3705388	movie	An Italian Name	2015	94	Comedy	6.4	1436
238921	tt3705412	movie	Deathgasm	2015	86	Action,Comedy,Horror	6.3	18335
238927	tt3705822	movie	Moontrap: Target Earth	2017	85	Action,Adventure,Sci-Fi	2.9	4798
238933	tt3706352	movie	All the Old Knives	2022	101	Mystery,Thriller	6.1	25443
238936	tt3707104	movie	Mine	2016	106	Drama,Fantasy,Thriller	5.8	20030
238937	tt3707106	movie	By the Sea	2015	122	Drama,Romance	5.3	21896
238938	tt3707114	movie	Janis: Little Girl Blue	2015	103	Biography,Documentary,Music	7.4	5519
238962	tt3708886	movie	War on Everyone	2016	98	Action,Comedy,Crime	5.8	19710
238964	tt3709344	movie	CityLights	2014	126	Drama,Thriller	7.3	5299
238965	tt3709442	movie	Quarries	2016	83	Drama,Horror,Thriller	4.5	1588
238967	tt3709552	movie	The Last Witness	2018	97	History,Thriller	5.6	1946
238971	tt3709678	movie	The Kindergarten Teacher	2014	119	Drama	6.6	1356
238986	tt3711164	movie	Sathuranga Vettai	2014	145	Crime,Thriller	8.1	3451
238989	tt3711466	movie	Kukhnya v Parizhe	2014	106	Comedy,Romance	6.8	2583
238990	tt3711510	movie	The Warning	2018	92	Adventure,Crime,Drama	5.9	6597
239011	tt3713030	movie	I Am Michael	2015	98	Biography,Drama,Romance	5.6	5761
239013	tt3713166	movie	Unfriended	2014	83	Horror,Mystery,Thriller	5.6	78087
239014	tt3713222	movie	The Long Road to War	2018	117	Documentary	7.7	1279
239020	tt3713944	movie	Serial Teachers 2	2015	92	Comedy	4.4	1596
239033	tt3714720	movie	The Hollars	2016	88	Comedy,Drama,Romance	6.6	13463
239042	tt3715122	movie	L'attesa	2015	100	Drama	6.5	2480
239050	tt3715320	movie	Irrational Man	2015	95	Comedy,Crime,Drama	6.6	64872
239052	tt3715406	movie	Atari: Game Over	2014	66	Documentary	6.7	5993
239058	tt3715854	movie	Bakuman	2015	119	Comedy	6.9	1765
239067	tt3716530	movie	Elle	2016	130	Crime,Drama,Thriller	7.1	68767
239070	tt3717016	movie	After the Ball	2015	101	Comedy	5.8	3553
239072	tt3717068	movie	Court	2014	116	Drama	7.6	4988
239083	tt3717252	movie	Underworld: Blood Wars	2016	91	Action,Adventure,Fantasy	5.7	78168
239091	tt3717490	movie	Power Rangers	2017	124	Action,Adventure,Fantasy	5.9	110951
239094	tt3717532	movie	The Last: Naruto the Movie	2014	112	Action,Adventure,Animation	7.6	16254
239097	tt3717804	movie	England Is Mine	2017	94	Biography,Drama,Music	5.8	3663
239130	tt3719896	movie	My All-American	2015	118	Biography,Drama,Sport	7.1	6932
239133	tt3720058	movie	The Great Hypnotist	2014	104	Drama,Mystery,Thriller	6.9	2894
239144	tt3720724	movie	Requirements to Be a Normal Person	2015	90	Comedy,Romance	6.4	2910
239146	tt3720788	movie	The Disappearance of Eleanor Rigby: Her	2013	100	Drama,Romance	6.9	9503
239147	tt3720794	movie	National Gallery	2014	180	Documentary	7.3	1581
239173	tt3721936	movie	American Honey	2016	163	Adventure,Drama,Romance	7.0	44561
239174	tt3721954	movie	Maudie	2016	115	Biography,Drama,Romance	7.6	19608
239176	tt3721964	movie	Gringo	2018	111	Action,Comedy,Crime	6.1	31161
239178	tt3722062	movie	Bokeh	2017	92	Drama,Sci-Fi	5.0	7652
239179	tt3722070	movie	The Lady in the Van	2015	104	Biography,Comedy,Drama	6.7	30373
239182	tt3722234	movie	Gosnell: The Trial of America's Biggest Serial Killer	2018	93	Crime,Drama	6.5	4660
239188	tt3722614	movie	Revolt	2017	87	Action,Adventure,Sci-Fi	5.3	9740
239210	tt3724490	movie	Death Fighter	2017	88	Action	4.9	1122
239214	tt3725026	movie	Kanchana 2	2015	166	Comedy,Horror	5.5	1862
239223	tt3726012	movie	Mastizaade	2016	119	Comedy	2.4	2918
239244	tt3726704	movie	Experimenter	2015	98	Biography,Drama,History	6.6	19028
239249	tt3727120	movie	The History of Time Travel	2014	72	Drama,Sci-Fi	6.9	1532
239250	tt3727202	movie	Life on the Line	2015	97	Action,Thriller	5.2	5856
239259	tt3727662	movie	Love Is a Drug	2014	102	Comedy	5.3	1625
239260	tt3727690	movie	Zero Tolerance	2015	89	Action,Crime,Thriller	4.1	2006
239263	tt3727824	movie	The Ouija Experiment 2: Theatre of Death	2014	86	Horror	1.8	1884
239267	tt3727982	movie	Ava's Possessions	2015	89	Comedy,Horror,Mystery	5.6	3268
239292	tt3729920	movie	The Disappearance of Eleanor Rigby: Them	2014	123	Drama,Romance	6.3	12745
239302	tt3730510	movie	Puerto Ricans in Paris	2015	82	Comedy	5.4	1932
239311	tt3731562	movie	Kong: Skull Island	2017	118	Action,Adventure,Fantasy	6.6	328723
239313	tt3731580	movie	We Don't Belong Here	2017	92	Drama,Mystery	5.0	1404
239323	tt3732252	movie	Hill of Freedom	2014	66	Drama	6.9	1367
239325	tt3732280	movie	When Angels Sleep	2018	91	Adventure,Drama,Horror	5.5	3881
239333	tt3732950	movie	Body	2015	75	Crime,Drama,Thriller	5.2	2271
239353	tt3733774	movie	The Trust	2016	92	Crime,Thriller	5.4	19984
239354	tt3733778	movie	Pay the Ghost	2015	94	Horror,Mystery	5.2	18128
239359	tt3734354	movie	The Cleanse	2016	81	Comedy,Drama,Fantasy	5.1	3958
239361	tt3734466	movie	How Old Are You?	2014	122	Drama	7.1	1491
239363	tt3734580	movie	Ghoomketu	2020	108	Comedy	4.9	4854
239365	tt3734678	movie	Them Who?	2015	96	Comedy	6.4	1789
239366	tt3734688	movie	Cordelia	2019	91	Drama,Horror,Thriller	4.7	4225
239372	tt3735246	movie	Bajirao Mastani	2015	158	Action,Drama,History	7.2	36771
239374	tt3735332	movie	Alienated	2015	81	Drama,Romance	3.8	6111
239377	tt3735554	movie	Freetown	2015	113	Action,Drama,Thriller	4.6	1276
239395	tt3737650	movie	Detective Conan: Sunflowers of Inferno	2015	112	Action,Adventure,Animation	6.2	1600
239400	tt3737988	movie	Tetarti 04:45	2015	116	Crime,Drama,Thriller	6.7	1707
239407	tt3739110	movie	The Yellow Birds	2017	94	Drama,War	5.7	3991
239419	tt3740066	movie	Pop Aye	2017	104	Comedy,Drama	6.6	1092
239426	tt3740778	movie	Mountains May Depart	2015	126	Drama,Romance	6.9	6064
239434	tt3741316	movie	Bare	2015	90	Drama,Romance	5.1	2434
239436	tt3741632	movie	The Leisure Seeker	2017	112	Adventure,Comedy,Drama	6.7	9262
239439	tt3741700	movie	Godzilla: King of the Monsters	2019	132	Action,Adventure,Fantasy	6.0	189542
239444	tt3741834	movie	Lion	2016	118	Biography,Drama	8.0	242073
239445	tt3741860	movie	Awake: The Life of Yogananda	2014	87	Documentary	7.2	1321
239450	tt3742284	movie	NH 10	2015	115	Action,Crime,Drama	7.2	13575
239452	tt3742378	movie	The Second Mother	2015	112	Comedy,Drama	7.7	15815
239464	tt3743042	movie	Lake Bodom	2016	85	Horror,Mystery,Thriller	5.2	4365
239475	tt3743362	movie	Earthrise	2014	90	Drama,Sci-Fi,Thriller	3.6	2479
239489	tt3744264	movie	Pali Road	2015	92	Drama,Fantasy,Mystery	6.8	2370
239499	tt3745620	movie	Bogowie	2014	120	Biography,Drama	7.6	7345
239503	tt3745906	movie	The Hive	2014	93	Horror,Sci-Fi,Thriller	5.2	2115
239508	tt3746250	movie	Sherpa	2015	96	Documentary	7.6	5068
239510	tt3746298	movie	Vendetta	2015	90	Action,Drama	4.7	3728
239519	tt3746824	movie	Sheep & Wolves	2016	85	Animation,Comedy,Family	5.8	3306
239527	tt3746920	movie	Hayat Sana Güzel	2014	112	Comedy	3.5	1086
239544	tt3748172	movie	Gerald's Game	2017	103	Drama,Horror,Thriller	6.5	116042
239547	tt3748440	movie	Blue Mountain State: The Rise of Thadland	2016	90	Comedy,Sport	5.7	16108
239549	tt3748512	movie	Hitchcock/Truffaut	2015	79	Documentary	7.3	6804
239550	tt3748528	movie	Rogue One: A Star Wars Story	2016	133	Action,Adventure,Sci-Fi	7.8	655317
239557	tt3748918	movie	To Your Last Death	2019	91	Action,Animation,Fantasy	5.9	3754
239572	tt3750872	movie	The Wife	2017	99	Drama	7.2	41187
239596	tt3752930	movie	Dearest	2014	128	Drama	7.6	2497
239632	tt3754940	movie	Truman	2015	108	Adventure,Comedy,Drama	7.3	13482
239633	tt3754976	movie	Elephant Song	2014	110	Drama	6.5	4947
239634	tt3755154	movie	Hippopotamus	2018	77	Drama,Thriller	5.3	1117
239637	tt3755362	movie	Rendez-Vous	2015	100	Drama,Romance	5.6	2001
239645	tt3756046	movie	The Bloom of Yesterday	2016	125	Comedy,Drama,Romance	6.5	1028
239655	tt3756788	movie	Our Little Sister	2015	127	Drama,Family	7.5	15798
239677	tt3758162	movie	A Score to Settle	2019	103	Action,Crime,Drama	4.7	6574
239678	tt3758172	movie	Jungle	2017	115	Action,Adventure,Biography	6.7	59603
239685	tt3758708	movie	The Hippopotamus	2017	89	Comedy	6.3	4149
239687	tt3758814	movie	The Ice Road	2021	109	Action,Adventure,Thriller	5.6	43693
239690	tt3758852	movie	Blood Money	2017	100	Crime,Drama,Thriller	4.5	2411
239694	tt3759298	movie	Ashes in the Snow	2018	98	Drama,History,Romance	6.6	6542
239696	tt3759416	movie	Asterix and Obelix: Mansion of the Gods	2014	85	Adventure,Animation,Comedy	6.9	14575
239712	tt3760922	movie	My Big Fat Greek Wedding 2	2016	94	Comedy,Romance	6.0	32145
239713	tt3760966	movie	Consumed	2015	95	Drama,Thriller	5.6	1768
239728	tt3762912	movie	Betting on Zero	2016	99	Documentary	7.2	5493
239735	tt3763866	movie	Zoom	2015	96	Comedy,Drama	6.1	2915
239749	tt3765078	movie	A Noble Intention	2015	115	Drama,History	6.7	2332
239750	tt3765088	movie	Amongst Bees	2015	100	Drama	6.7	2104
239755	tt3765326	movie	Warsaw '44	2014	130	Drama,History,Romance	6.6	6347
239767	tt3766354	movie	The Equalizer 2	2018	121	Action,Crime,Thriller	6.7	168238
239770	tt3766382	movie	Public Disturbance	2018	84	Comedy	3.7	1321
239771	tt3766394	movie	Hello, My Name Is Doris	2015	90	Comedy,Drama,Romance	6.6	22046
239779	tt3767278	movie	Bayou Caviar	2018	111	Crime,Thriller	4.6	2973
239780	tt3767372	movie	Piku	2015	123	Comedy,Drama	7.6	32563
239805	tt3771510	movie	Demon Tongue	2016	85	Horror	2.5	1825
239806	tt3771536	movie	Shivaay	2016	153	Action,Adventure,Crime	6.1	10948
239807	tt3771626	movie	The Brainwashing of My Dad	2015	90	Documentary	6.9	1301
239819	tt3772576	movie	Papeles en el viento	2015	98	Comedy,Drama,Sport	6.1	1017
239822	tt3772640	movie	She's Dating the Gangster	2014	105	Comedy,Drama,Romance	7.0	1198
239829	tt3772964	movie	Eventide	2015	73	Drama	3.6	1163
239845	tt3774092	movie	Amnesia	2015	96	Drama	6.1	1190
239847	tt3774114	movie	Snowden	2016	134	Biography,Crime,Drama	7.3	156205
239851	tt3774466	movie	Ashby	2015	100	Comedy,Crime,Drama	6.4	15929
239854	tt3774694	movie	Love	2015	135	Drama,Romance	6.1	62062
239856	tt3774790	movie	400 Days	2015	91	Mystery,Sci-Fi,Thriller	4.4	11007
239857	tt3774802	movie	Pandemic	2016	91	Action,Horror,Sci-Fi	4.4	8323
239859	tt3774866	movie	Autumn Lights	2016	98	Drama,Mystery	5.4	6667
239863	tt3775086	movie	They Call Me Jeeg	2015	112	Action,Comedy,Drama	7.0	15691
239865	tt3775202	movie	I Am a Hero	2015	126	Action,Comedy,Horror	6.8	7288
239885	tt3776826	movie	Operation Avalanche	2016	94	Comedy,Drama,Mystery	6.1	7548
239895	tt3777462	movie	Wir sind die Neuen	2014	91	Comedy	6.6	1645
239900	tt3778010	movie	Dead Awake	2016	99	Drama,Horror,Mystery	4.6	3439
239901	tt3778086	movie	Sleeping Giant	2015	89	Adventure,Drama	6.6	1823
239906	tt3778354	movie	Bear with Us	2016	94	Comedy	6.4	1230
239913	tt3778644	movie	Solo: A Star Wars Story	2018	135	Action,Adventure,Sci-Fi	6.9	358941
239922	tt3779028	movie	Inside Men	2015	130	Action,Crime,Drama	7.0	3831
239926	tt3779300	movie	War Pigs	2015	91	Action,Drama,War	4.2	3541
239944	tt3780208	movie	Dark Signal	2016	98	Horror,Mystery,Thriller	4.4	1585
239946	tt3780500	movie	Journey's End	2017	107	Drama,War	6.7	10606
239955	tt3780812	movie	Kendime Iyi Bak	2014	90	Romance	6.2	1306
239956	tt3781118	movie	Rhino	2021	101	Action,Crime,Drama	6.6	1529
239957	tt3781476	movie	Monster Hunt	2015	117	Adventure,Comedy,Fantasy	6.1	5455
239960	tt3781616	movie	Checkmate	2015	102	Action,Crime,Thriller	2.7	1165
239962	tt3781762	movie	1915	2015	82	Drama	3.6	5018
239986	tt3783958	movie	La La Land	2016	128	Comedy,Drama,Music	8.0	612470
239990	tt3784160	movie	Valley Uprising	2014	103	Documentary	8.1	6031
239992	tt3784222	movie	Paulina	2015	103	Drama,Thriller	6.5	1588
239996	tt3784652	movie	A Few Less Men	2017	92	Adventure,Comedy	4.8	1649
239999	tt3785068	movie	One Direction: Where We Are - The Concert Film	2014	75	Documentary,Music	6.8	2457
240019	tt3787590	movie	We Are Your Friends	2015	96	Drama,Music,Romance	6.1	39569
240021	tt3788052	movie	Corner Gas: The Movie	2014	90	Comedy	6.8	2458
240064	tt3791302	movie	Standing Tall	2015	120	Drama	6.9	3716
240071	tt3792330	movie	Cherry Tree	2015	85	Horror,Mystery	4.5	1102
240072	tt3792884	movie	Alena	2015	83	Drama,Horror,Thriller	5.4	1306
240074	tt3792960	movie	The Brand New Testament	2015	114	Comedy,Fantasy	7.1	33656
240091	tt3793788	movie	The Escort	2015	88	Comedy,Drama,Romance	6.0	13803
240095	tt3794028	movie	From the Land of the Moon	2016	120	Drama,Romance	6.6	6422
240099	tt3794302	movie	Pizza	2014	107	Horror	6.2	1395
240104	tt3794354	movie	Sonic the Hedgehog	2020	99	Action,Adventure,Comedy	6.5	146483
240123	tt3796936	movie	Curse of the Witching Tree	2015	102	Horror	3.7	1525
240128	tt3797142	movie	Bachelor Night	2014	88	Adventure,Comedy,Crime	3.6	1692
240134	tt3797512	movie	Barb and Star Go to Vista Del Mar	2021	107	Comedy	6.3	18753
240137	tt3797868	movie	The Choice	2016	111	Drama,Romance	6.5	42450
240163	tt3799232	movie	The Kissing Booth	2018	105	Comedy,Romance	5.9	87383
240164	tt3799372	movie	6 Years	2015	79	Drama,Romance	5.6	12881
240166	tt3799694	movie	The Nice Guys	2016	116	Action,Comedy,Crime	7.3	340696
240173	tt3800028	movie	Pak van mijn hart	2014	83	Romance	5.6	1179
240183	tt3800894	movie	Cristiano Ronaldo: World at His Feet	2014	54	Biography,Documentary,Sport	6.4	2217
240188	tt3801252	movie	Na Maloom Afraad	2014	137	Comedy,Crime,Thriller	7.4	4112
240189	tt3801314	movie	Kaththi	2014	166	Action,Drama	8.1	28263
240204	tt3802576	movie	Brothers	2015	156	Action,Drama,Sport	6.4	13434
240205	tt3802668	movie	Govindudu Andari Vaadele	2014	160	Action,Drama	5.7	2528
240210	tt3803860	movie	Puli	2015	155	Action,Adventure,Fantasy	4.3	9865
240235	tt3805180	movie	All at Once	2014	93	Comedy,Crime	6.8	1187
240270	tt3808342	movie	Son of Saul	2015	107	Drama,War	7.4	50056
240275	tt3809308	movie	The Legendary Giulia and Other Miracles	2015	115	Comedy	6.8	2374
240291	tt3810602	movie	There!	2016	95	Comedy	3.4	1859
240292	tt3810760	movie	Minimalism: A Documentary About the Important Things	2015	78	Documentary	6.6	16349
240294	tt3810810	movie	Nobody's Watching	2017	102	Drama	6.6	1089
240296	tt3810932	movie	Drushyam	2014	150	Crime,Drama,Thriller	8.2	4435
240307	tt3811906	movie	Malignant	2021	111	Crime,Horror,Mystery	6.2	97103
240311	tt3811986	movie	Une famille à louer	2015	97	Comedy,Romance	5.5	2179
240317	tt3812366	movie	Ode to My Father	2014	126	Drama,War	7.8	5654
240335	tt3813310	movie	Cop Car	2015	88	Crime,Thriller	6.3	34396
240349	tt3814316	movie	The New Kid	2015	81	Comedy	6.7	1592
240351	tt3814486	movie	Bloed, zweet & tranen	2015	111	Biography,Drama,Music	7.1	1909
240356	tt3814808	movie	Funny Cow	2017	102	Comedy,Drama	6.5	2422
240362	tt3815136	movie	My Beautiful Broken Brain	2014	86	Biography,Documentary	7.1	2375
240377	tt3816458	movie	Dead Rising: Watchtower	2015	118	Action,Horror	5.2	9238
240380	tt3816614	movie	Turkey Shoot	2014	90	Action,Thriller	3.7	1394
240397	tt3817848	movie	Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles	2014	98	Documentary	7.0	1068
240399	tt3817950	movie	Hemalkasa	2014	119	Biography,Drama,History	8.7	1251
240400	tt3817962	movie	All About Them	2015	86	Comedy,Romance	6.3	1181
240403	tt3818286	movie	Alex & Eve	2015	131	Comedy,Romance	5.8	1046
240418	tt3819668	movie	"Dragon Ball Z: Resurrection ""F"""	2015	93	Action,Adventure,Animation	7.2	23020
240424	tt3820450	movie	All American Bikini Car Wash	2015	95	Comedy	3.4	1307
240441	tt3822388	movie	Madras	2014	156	Action,Drama	7.9	4573
240442	tt3822396	movie	Velaiyilla Pattathari	2014	133	Action,Comedy,Drama	7.8	7956
240454	tt3823018	movie	Sparrows	2015	99	Drama	6.8	1661
240457	tt3823098	movie	Edie	2017	102	Adventure,Drama	6.6	2529
240458	tt3823116	movie	Little Bird's Big Adventure	2017	85	Adventure,Animation,Comedy	5.8	2171
240460	tt3823392	movie	Love Sonia	2018	122	Drama	7.4	2149
240471	tt3824412	movie	Results	2015	105	Comedy,Romance	5.4	7465
240472	tt3824432	movie	Salim	2014	149	Action,Thriller	6.7	1085
240474	tt3824458	movie	Tangerine	2015	88	Comedy,Crime,Drama	7.1	33894
240477	tt3824648	movie	Big Time Adolescence	2019	91	Comedy,Drama	6.9	14631
240480	tt3824950	movie	See You Tomorrow	2016	128	Comedy,Drama,Romance	5.1	1186
240489	tt3825638	movie	Labyrinth of Lies	2014	124	Drama,History	7.3	13580
240492	tt3825698	movie	Mom and Other Loonies in the Family	2015	110	Drama	7.5	1124
240493	tt3825738	movie	Do You See Me?	2014	98	Comedy,Drama	6.4	2564
240506	tt3826834	movie	Corrections Class	2014	98	Drama	6.9	1151
240508	tt3826866	movie	The Girl in the Photographs	2015	95	Crime,Horror,Romance	4.5	3903
240514	tt3827540	movie	Invasion Planet Earth	2019	98	Action,Adventure,Drama	3.0	1284
240515	tt3827684	movie	The Hollow	2016	128	Crime,Drama,Mystery	4.8	3312
240541	tt3828858	movie	Lost & Found	2016	90	Adventure,Drama,Family	5.4	1115
240544	tt3829266	movie	The Predator	2018	107	Action,Adventure,Horror	5.3	137396
240548	tt3829378	movie	Stephanie	2017	86	Horror,Mystery	5.8	6124
240551	tt3829920	movie	Only the Brave	2017	134	Action,Biography,Drama	7.6	72805
240555	tt3830162	movie	A War	2015	115	Crime,Drama,Thriller	7.0	10889
240575	tt3831344	movie	Amelia 2.0	2017	89	Drama,Romance,Sci-Fi	5.4	1958
240584	tt3832096	movie	Cabin Fever	2016	99	Horror,Sci-Fi,Thriller	3.7	10546
240588	tt3832160	movie	A Date with Miss Fortune	2015	97	Comedy,Romance	5.3	1068
240592	tt3832914	movie	War Room	2015	120	Drama	6.4	15433
240599	tt3833480	movie	The Outpost	2019	123	Action,Drama,History	6.8	36774
240601	tt3833520	movie	Jack of the Red Hearts	2015	102	Drama,Family	7.0	2206
240610	tt3833822	movie	Daft Punk Unchained	2015	85	Documentary,Music	7.3	3449
240618	tt3834956	movie	Mission in Tel Aviv	1992	118	Action,Thriller	4.3	1671
240620	tt3835080	movie	31	2016	102	Horror,Thriller	5.1	21718
240628	tt3835608	movie	Oohalu Gusagusalade	2014	128	Comedy,Romance	7.6	1660
240647	tt3836512	movie	Ratter	2015	80	Drama,Horror,Thriller	4.9	11249
240651	tt3836958	movie	Shamitabh	2015	155	Drama	6.7	7685
240661	tt3837196	movie	Man on High Heels	2014	125	Action,Drama	6.6	1382
240676	tt3838034	movie	Seuls	2017	98	Adventure,Family,Fantasy	5.1	1663
240685	tt3838728	movie	Bang Gang: A Modern Love Story	2015	98	Drama,Romance	5.5	3208
240694	tt3838992	movie	Yoga Hosers	2016	88	Action,Comedy,Horror	4.2	14714
240705	tt3839880	movie	Infinity Chamber	2016	103	Sci-Fi,Thriller	6.2	11139
240708	tt3839906	movie	Track 143	2014	94	Drama,War	7.1	2085
240725	tt3841424	movie	Land of Mine	2015	100	Drama,History,War	7.8	43056
240732	tt3841866	movie	Happy 140	2015	98	Comedy,Drama	6.0	1956
240745	tt3843088	movie	Labour of Love	2014	84	Drama	8.0	1226
240760	tt3844362	movie	The Overnight	2015	79	Comedy,Mystery	6.1	17258
240762	tt3844876	movie	The Legend of Ben Hall	2017	139	Action,Biography,Drama	5.8	2263
240764	tt3844962	movie	Dead Body	2017	85	Horror,Mystery	4.7	1081
240767	tt3845670	movie	Seoul Station	2016	92	Action,Animation,Horror	6.1	7077
240772	tt3845822	movie	The Little Gangster	2015	102	Comedy,Crime,Family	7.0	1033
240774	tt3845960	movie	Cocaine Cowboys: Reloaded	2014	152	Crime,Documentary,History	7.6	1571
240778	tt3846334	movie	I'm Gilda	2016	118	Biography,Drama,Music	7.0	1047
240783	tt3846674	movie	To All the Boys I've Loved Before	2018	99	Comedy,Drama,Romance	7.0	113742
240794	tt3847642	movie	Kill Order	2017	77	Action,Sci-Fi	4.1	1673
240813	tt3848888	movie	The Shaukeens	2014	124	Comedy	4.9	3109
240814	tt3848892	movie	Baby	2015	159	Action,Crime,Thriller	7.9	58733
240815	tt3848938	movie	Mr. X	2015	133	Action,Crime,Drama	3.7	2286
240819	tt3849692	movie	Operator	2015	88	Action,Thriller	4.3	2200
240823	tt3849938	movie	Ostwind 2	2015	103	Adventure,Drama,Family	6.3	1058
240826	tt3850214	movie	Dope	2015	103	Adventure,Comedy,Crime	7.2	87381
240829	tt3850496	movie	Chronic	2015	93	Drama	6.6	3454
240831	tt3850590	movie	Krampus	2015	98	Comedy,Drama,Fantasy	6.2	78795
240836	tt3851324	movie	Homies	2015	100	Comedy	5.7	1105
240857	tt3853452	movie	Ansatsu kyôshitsu	2015	110	Action,Adventure,Comedy	6.2	2108
240863	tt3853830	movie	The Tiger Hunter	2016	94	Comedy	6.0	1092
240871	tt3854234	movie	The Boss, Anatomy of a Crime	2014	90	Crime,Drama	7.3	2332
240885	tt3855240	movie	Clean Hands	2015	108	Crime,Drama,Thriller	6.3	1652
240909	tt3856408	movie	Making Waves: The Art of Cinematic Sound	2019	94	Documentary	7.5	2064
240921	tt3858372	movie	Mune: Guardian of the Moon	2014	85	Adventure,Animation,Comedy	7.1	7687
240934	tt3859076	movie	Truth	2015	125	Biography,Drama,History	6.8	20690
240936	tt3859272	movie	Tragedy Girls	2017	98	Comedy,Crime,Horror	6.0	10799
240937	tt3859304	movie	The Bronze	2015	100	Comedy,Drama,Sport	6.1	13037
240938	tt3859310	movie	How to Talk to Girls at Parties	2017	102	Comedy,Music,Romance	5.7	11775
240947	tt3859980	movie	Mohenjo Daro	2016	155	Action,Adventure,Drama	5.6	12220
240950	tt3860294	movie	Ogni maledetto Natale	2014	95	Comedy	5.6	1232
240951	tt3860916	movie	Cargo	2017	105	Drama,Horror,Sci-Fi	6.3	45593
240957	tt3861390	movie	Dumbo	2019	112	Adventure,Family,Fantasy	6.3	78795
240969	tt3862750	movie	The Perfect Guy	2015	100	Drama,Romance,Thriller	5.6	10983
240985	tt3863484	movie	King Jack	2015	81	Adventure,Drama	6.9	3338
240987	tt3863552	movie	Bajrangi Bhaijaan	2015	163	Action,Adventure,Comedy	8.1	91583
240993	tt3863870	movie	I'm Off Then	2015	92	Comedy	6.1	2456
240996	tt3864024	movie	Lazer Team	2015	102	Action,Comedy,Sci-Fi	5.5	9480
240997	tt3864056	movie	The Goldfinch	2019	149	Drama	6.4	24907
241011	tt3865478	movie	11 Minutes	2015	81	Drama,Thriller	5.7	1967
241023	tt3867086	movie	Made in Egypt	2014	102	Comedy,Family	5.3	2832
241055	tt3869392	movie	Abandoned Dead	2015	77	Crime,Horror,Thriller	2.8	1828
241066	tt3872778	movie	Monty Python Live (Mostly)	2014	162	Comedy,Documentary,Musical	7.6	2707
241081	tt3874544	movie	The Boss Baby	2017	97	Adventure,Animation,Comedy	6.3	132529
241109	tt3876910	movie	Dangerous	2021	99	Action,Thriller	5.1	7493
241114	tt3877296	movie	The Cokeville Miracle	2015	94	Drama,Family,History	5.4	2663
241120	tt3877674	movie	Men & Chicken	2015	104	Comedy,Drama,Mystery	6.7	13699
241121	tt3877718	movie	Tokyo Fiancée	2014	100	Comedy,Drama,Romance	6.4	2172
241122	tt3877844	movie	Yolki 1914	2014	106	Comedy,Drama,Family	4.6	1194
241137	tt3879200	movie	Driving While Black	2015	94	Comedy,Drama	6.6	1938
241144	tt3881026	movie	Rendel: Dark Vengeance	2017	105	Action,Crime,Drama	4.6	2264
241154	tt3881680	movie	Waffle Street	2015	86	Comedy,Drama	6.2	5381
241155	tt3881784	movie	Stronger	2017	119	Biography,Drama	6.9	46931
241159	tt3882000	movie	Microbe & Gasoline	2015	105	Adventure,Comedy,Drama	6.7	2966
241161	tt3882074	movie	The Eagle Huntress	2016	87	Adventure,Documentary,Sport	7.5	4058
241162	tt3882082	movie	The Boy	2016	97	Horror,Mystery,Thriller	6.0	96521
241188	tt3884528	movie	Batkid Begins: The Wish Heard Around the World	2015	87	Biography,Documentary,Family	7.0	1746
241193	tt3885422	movie	The Spine of Night	2021	93	Action,Adventure,Animation	6.4	2476
241195	tt3885524	movie	The Phenom	2016	88	Drama,Sport	5.2	2322
241201	tt3885714	movie	Karthikeya	2014	113	Mystery,Thriller	7.2	6311
241203	tt3885736	movie	Munnariyippu	2014	112	Drama,Thriller	7.8	4317
241214	tt3886444	movie	Khamoshiyan	2015	122	Drama,Horror,Romance	4.0	1422
241226	tt3886722	movie	Dabbe 5: Curse of the Jinn	2014	133	Horror,Mystery	5.9	4049
241260	tt3889156	movie	Dark Beacon	2017	75	Horror,Thriller	3.8	1483
241261	tt3889166	movie	Night Fare	2015	80	Horror,Thriller	5.5	1534
241272	tt3890160	movie	Baby Driver	2017	113	Action,Crime,Drama	7.6	563271
241274	tt3890264	movie	Breakup Buddies	2014	116	Comedy,Drama,Romance	6.4	1725
241293	tt3891538	movie	Undercover Grandpa	2017	94	Action,Comedy,Family	5.2	2339
241298	tt3892172	movie	Leave No Trace	2018	109	Adventure,Drama	7.1	62008
241301	tt3892434	movie	That Sugar Film	2014	90	Documentary	7.4	10500
241316	tt3893280	movie	The Ticket	2016	97	Drama	5.4	2967
241335	tt3894188	movie	Christmas, Again	2014	80	Drama,Romance	6.6	1159
